小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
碧桂园玺台,开发区东江源大道香江大道,3室2厅2卫,122㎡,南,低层(共15层),2021年建造,11148元/㎡,136万,厚德书院旁碧桂园玺台精装修家电齐全新未入住大三房
恒大悦龙台,开发区紫荆路紫荆路,3室2厅2卫,129㎡,南北,高层(共31层),2020年建造,9535元/㎡,123万,开发区恒大品质楼盘 单价9000多精装修 南北通透大三室
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南北,低层(共30层),2018年建造,10893元/㎡,122万,保利心语  112平 满二  南北通透 3室2厅 拎包入住！
中民阳光城,开发区东江源大道东江源大道101号,4室2厅2卫,143.6㎡,南北,低层(共18层),2016年建造,7800元/㎡,112万,开发区万达商圈 体育主题公园旁 南北通透三阳台正规大4房
金丰小区,开发区客家大道客家大道182号,3室2厅2卫,139㎡,南北,低层(共6层),2006年建造,6403元/㎡,89万,单价6000 开发区万达旁正规小区大三房 南北双阳台
隆泰华庭,开发区紫荆路紫荆路,4室2厅2卫,129.54㎡,南北,高层(共18层),2018年建造,11271元/㎡,146万,学，校就在家门口，房东自住装修，买一层得一层，  户型
贵竹城(章贡),开发区开发区迎宾大道华坚中路22号,3室2厅1卫,95㎡,南,中层(共11层),2012年建造,9885元/㎡,93.9万,保利天汇旁 电梯 小高层 南北通透三房 东边套 拎包入住
御景江山,开发区开发区迎宾大道迎宾大道1号,4室2厅2卫,90㎡,南,中层(共19层),2013年建造,11000元/㎡,99万,水韵花都旁 精装 电梯四房 公园环绕 房子朝南 安静
中民阳光城,开发区东江源大道东江源大道101号,3室2厅2卫,129㎡,南北,高层(共18层),2015年建造,8373元/㎡,108万,万达附近 毛坯大三房 楼层视野佳 南北通透三阳台
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅1卫,89㎡,南,低层(共32层),2019年建造,9888元/㎡,88万,天骄书院旁 88万入手精装3房 房东亏本出售
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅2卫,109㎡,南北,低层(共22层),2019年建造,9817元/㎡,107万,新力帝泊湾 2期边套3房 整屋重装修 通透户型 急需出手
御景江山,开发区开发区迎宾大道迎宾大道1号,4室2厅2卫,101㎡,南北,低层(共9层),2010年建造,8713元/㎡,88万,开发区 带大露台 御景江山  大四房 仅需88万 房东急售！
碧桂园玺台,开发区东江源大道香江大道,6室2厅3卫,220㎡,南,低层(共16层),2021年建造,9773元/㎡,215万,捡漏！碧桂园大平层六房双主卧三卫亏本急售
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108㎡,南,中层(共30层),2019年建造,9723元/㎡,105万,杨梅渡公园，天骄  ，赣8中，配套齐全正规精装3房南北通透
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅2卫,117㎡,南,中层(共6层),2018年建造,10086元/㎡,118万,经开区 万达旁 新力帝泊湾 洋房   楼层 诚意出售
香江半岛,开发区金东路金东路,3室2厅1卫,88㎡,南北,高层(共32层),2019年建造,10455元/㎡,92万,笋盘来袭，强力推荐，户型方正，全线江景三房，满两年！视野开阔
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,90㎡,南,高层(共33层),2014年建造,7778元/㎡,70万,户型方正  楼层视野开阔  使用面积大  好晒太阳
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,81㎡,南,低层(共30层),2014年建造,9260元/㎡,75万,劲嘉山与城 商品房 带电梯 小三房 正南朝向 装修好 楼龄新
天空之城,开发区东江源大道紫荆路,3室2厅2卫,100㎡,南北,中层(共33层),2021年建造,10200元/㎡,102万,万达广场 万科物业 天骄   赣八中 中间楼层 毛坯3房
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108㎡,南北,中层(共33层),2019年建造,9723元/㎡,105万,笋盘来袭，捡漏房源！强力推荐！户型方正！房东诚意出售！满两年
天空之城,开发区东江源大道紫荆路,3室2厅2卫,97㎡,南,中层(共30层),2020年建造,10207元/㎡,99万,开发区天骄 八中旁 天空之城 好楼层97平三室 小区地板价
汉泰上上城,开发区东江源大道金岭东大道,3室2厅2卫,87㎡,南,中层(共30层),2019年建造,12874元/㎡,112万,汉泰上上城江景3房2卫，     就在门口，近万达，万象城
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,109㎡,南,中层(共33层),2018年建造,10551元/㎡,115万,云星，万达广场商圈，保利天汇对面，小区绿化很好，出门公园！
恒大悦府,开发区紫荆路华昌路,3室2厅2卫,117㎡,南,高层(共32层),2019年建造,10000元/㎡,117万,湖景！公园里的家 恒大品质 精装修三房 中高楼层视野好
天空之城,开发区东江源大道紫荆路,3室2厅2卫,98㎡,南北,高层(共34层),2021年建造,11225元/㎡,110万,110万全新精装修3房2厅2卫  视野开阔 生活便利
中民阳光城,开发区东江源大道东江源大道101号,2室2厅1卫,82㎡,南,中层(共6层),2019年建造,8415元/㎡,69万,开发区万达商圈  中民阳光城精装两居室 南北通透
汉泰上上城,开发区东江源大道金岭东大道,6室2厅3卫,208㎡,南北,高层(共33层),2017年建造,13250元/㎡,275.6万,汉泰上上城 208平 全江景6房 带中央空调 地暖 带车位
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,115㎡,南,低层(共17层),2020年建造,9479元/㎡,109万,真实在售！！开发区精装大四房，出门就上高架，单价不过万
中海左岸岚庭,开发区东江源大道东江源大道,2室2厅1卫,99㎡,南北,低层(共18层),2020年建造,10304元/㎡,102万,中海左岸岚庭带院子户型，非接地一楼，碧桂园蓉江府旁边
中海左岸馥园,开发区金东路东江源大道,4室2厅2卫,130㎡,南北,高层(共11层),2021年建造,10770元/㎡,140万,笋盘来袭，可以洋房何必高层，强力推荐！户型方正！强力推荐！
中海左岸馥园,开发区金东路东江源大道,4室2厅2卫,144㎡,南北,高层(共11层),2020年建造,9931元/㎡,143万,笋盘来袭，强力推荐！洋房，南北通透，房东诚心出售！性价比高！
中海左岸馥园,开发区金东路东江源大道,4室2厅2卫,126.8㎡,南,中层(共11层),2020年建造,10805元/㎡,137万,厚德  旁，中海物业左岸馥园。性价比  洋房
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,130㎡,南北,高层(共32层),2021年建造,9231元/㎡,120万,笋盘来袭，强力推荐！性价比高！房东诚意出售满两年，浇筑好了！
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,135㎡,南,高层(共31层),2019年建造,9918元/㎡,133.9万,捡漏的来 精装房毛坯价万达商圈 双阳台天空之城旁天骄
中海左岸馥园,开发区金东路东江源大道,4室2厅2卫,128㎡,南北,低层(共18层),2021年建造,9766元/㎡,125万,捡漏啦！中海洋房4房 比同户型便宜近10万
保利天汇,开发区开发区迎宾大道迎宾大道,3室2厅2卫,112㎡,南,高层(共27层),2021年建造,12411元/㎡,139万,万达广场旁保利天汇准新房精装修中高楼层3房2卫，刚交房环境好
香江半岛,开发区金东路金东路,3室2厅2卫,84㎡,南,低层(共32层),2019年建造,14048元/㎡,118万,实拍 美全线江景豪装3房，万达商圈品质铭俯，庭落温馨舒适得体
力高水投君逸府,开发区华坚路金坪西路,3室2厅1卫,89㎡,南,高层(共18层),2020年建造,11124元/㎡,99万,万达广场商圈 精装 电梯三房 中高楼层 2022 年房龄
博德山庄,开发区客家大道客家大道,9室3厅5卫,450㎡,南北,共4层,2000年建造,10667元/㎡,480万,章江新区市政府旁 博德山庄独栋别墅 480万房间超多
云星公园华府,开发区东江源大道华鑫路,4室2厅2卫,144㎡,南,低层(共9层),2019年建造,12978元/㎡,186.9万,洋房 捡漏云星品质  豪华装修拎包入住 万达广场旁 大四房
江边巷21号小区,开发区金东路江边巷21号,3室2厅1卫,105㎡,东南,中层(共7层),2003年建造,6077元/㎡,63.8万,捡漏啦！业主急售置换，江边小区，好停车不收费，精装拎包入住。
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅1卫,89㎡,南北,高层(共33层),2016年建造,9663元/㎡,86万,满五 精装修 南北通透 新力帝泊湾(二期) 看房方便 有钥匙
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108㎡,南,高层(共33层),2019年建造,9538元/㎡,103万,开发区园林天花板 新力帝泊湾精装三室 两卫 全新未入住楼层好
香江半岛,开发区金东路金东路,3室2厅1卫,86㎡,南,中层(共33层),2019年建造,10928元/㎡,94万,万达商圈 厚德书院旁 电梯三房一线江景房 诚意出售价格可谈
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,90㎡,南北,低层(共18层),2013年建造,9889元/㎡,89万,大型社区自带泳池劲嘉山与城精装电梯3房89万商住两用
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,低层(共25层),2019年建造,10715元/㎡,120万,保利嘉福心语 双卫生间 精装可拎包入住 70年产权 次新房
富升天赐良园,开发区金东路迎宾大道11号,3室2厅2卫,135㎡,南,高层(共7层),2008年建造,6815元/㎡,92万,房东急售，万达广场对面，单价六千多
碧桂园玺台,开发区东江源大道香江大道,6室2厅3卫,220㎡,南,低层(共16层),2021年建造,9773元/㎡,215万,捡漏！碧桂园大平层六房双主卧三卫亏本急售
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,110㎡,南,中层(共34层),2019年建造,9510元/㎡,104.6万,新上捡漏！亏本20万出售 新力帝泊湾 精致三房 业主急售
中梁蟠龙府,开发区金岭大道工业二路,3室2厅2卫,99㎡,南,高层(共18层),2018年建造,9091元/㎡,90万,急售！中梁蟠龙府刚需三房两卫  楼层好 视野开阔 性价比高！
劲嘉山与城,开发区紫荆路赣通大道99号,5室2厅2卫,138㎡,南北,中层(共30层),2015年建造,9783元/㎡,135万,实拍山与城精装高层南北通五房 送车位送杂物间 首期25万起
财茂香溢华府,开发区紫荆路紫荆路8号,3室2厅1卫,89㎡,南,中层(共11层),2017年建造,9888元/㎡,88万,香溢华府，南北通透边套一梯2户，性价比高
富升天赐良园,开发区金东路迎宾大道11号,3室2厅2卫,143.85㎡,南北,低层(共11层),2010年建造,8203元/㎡,118万,实拍全屋精装红木家具送双露台，万达商圈锺点铭俯，电梯洋房急售
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,120㎡,南,高层(共33层),2020年建造,11917元/㎡,143万,章江新区旁金湾爱尚里 江景四房两厅两卫精装修未入住 143万
中海左岸馥园,开发区金东路东江源大道,3室2厅2卫,126.87㎡,南,低层(共26层),2021年建造,10168元/㎡,129万,新出好房！大品牌还没住过
恒大悦龙台,开发区紫荆路紫荆路,4室2厅2卫,142㎡,南北,低层(共32层),2021年建造,9578元/㎡,136万,开发区恒大悦龙台精装四房南北通透双阳台超大厨房
星泰名苑,开发区客家大道客家大道70号,4室2厅2卫,139㎡,南,中层(共26层),2010年建造,10432元/㎡,145万,急售！全线江景  新区  精装四房 电梯好楼层
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,110㎡,南,低层(共30层),2020年建造,10000元/㎡,110万,新力帝泊湾，豪华装修带家具家电，诚意出售
水韵嘉城A区,开发区东江源大道东江源大道,3室2厅2卫,137.51㎡,南北,中层(共18层),2015年建造,9818元/㎡,135万,开发区核心区域 万达广场旁 厚德外国语 豪装正规三房
招商雍景湾,开发区东江源大道橙香大道,3室2厅2卫,120.09㎡,南,高层(共30层),2020年建造,16322元/㎡,196万,新出好房！E地块 火江景房
恒大悦龙台,开发区紫荆路紫荆路,4室2厅2卫,142㎡,南北,低层(共28层),2019年建造,10071元/㎡,143万,新上 王炸户型通透四房 必看好房 直接拎包入住
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,4室2厅2卫,135㎡,南北,中层(共20层),2017年建造,9630元/㎡,130万,万达旁 水韵嘉城C区 精装修通透四房 带家具家电 随时看房
粮食城风和日丽,开发区东江源大道东江源大道,3室2厅1卫,89㎡,南,低层(共15层),2008年建造,10888元/㎡,96.9万,经开发区万达商圈电梯全新精装三房视野采光好有物业有小区台湾城
塞纳春天,开发区东江源大道金星路13号,4室2厅2卫,147㎡,南北,高层(共11层),2015年建造,9184元/㎡,135万,上  实验，塞纳春天精装四房，天赐良园，幸福时光，蓝科天水旁
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅1卫,89.9㎡,南,中层(共31层),2014年建造,10012元/㎡,90万,亚哥 板楼 精装可拎包入住 南向采光好 商圈成熟
新力帝泊湾(二期),开发区东江源大道华裕路,6室4厅4卫,180㎡,南北,低层(共6层),2020年建造,9334元/㎡,168万,捡漏帝泊湾洋房 60平私家花园 地下浇筑两层实际面积360平
世纪花城,开发区紫荆路华坚北路,4室2厅2卫,130㎡,南北,高层(共34层),2020年建造,11693元/㎡,152万,开发区世纪花城电梯毛胚四房两厅两卫127平方152万带车位
嘉苑,开发区开发区迎宾大道迎宾大道10号,3室2厅2卫,126㎡,南北,高层(共8层),2012年建造,7381元/㎡,93万,嘉苑126平93万3室2厅2卫
嘉福尚江府,开发区东江源大道东江源大道,4室2厅2卫,142㎡,南北,中层(共32层),2019年建造,14789元/㎡,210万,房东急用钱亏本降价急售 142平米四房只要210万
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅2卫,126㎡,南,低层(共26层),2017年建造,9127元/㎡,115万,带露台，带独立露台100平，正规南北通透3房，性价比高
中海滨江壹号,开发区东江源大道水南路16号,4室2厅3卫,186㎡,南北,低层(共33层),2019年建造,20377元/㎡,379万,中海滨江壹号 双主卧 南北双大阳台 江景一览无遗
天空之城,开发区东江源大道紫荆路,3室2厅2卫,96㎡,南北,中层(共32层),2020年建造,12813元/㎡,123万,开发区天空之城电梯精装修三房两厅两卫96平方123万
圣地亚哥,开发区金岭大道金岭西路75号,3室2厅2卫,122㎡,南,高层(共32层),2017年建造,9673元/㎡,118万,圣 地亚哥，一线江景，豪华装修入住过，7米大阳台
桃李春天,开发区东江源大道纬二路10号,5室2厅2卫,143.6㎡,南,中层(共30层),2020年建造,8496元/㎡,122万,15平的超大阳台大五房零公摊 单价8500  南北双阳台
新力帝泊湾一期,开发区东江源大道华裕路206号,3室2厅2卫,108.53㎡,东南,高层(共33层),2021年建造,9675元/㎡,105万,万达商圈 房东急售！正规3房2卫 拎包入住  美绿化
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅1卫,90㎡,南,低层(共28层),2020年建造,9778元/㎡,88万,新力帝泊湾二期，洋房社区，亏本急售，前后无遮挡
桃李春天,开发区东江源大道纬二路10号,3室2厅1卫,85㎡,南,中层(共26层),2020年建造,12706元/㎡,108万,王炸好房！实拍！108万！精装入住大三房 大阳台视野开阔！
保利嘉福心语,开发区紫荆路纬一路156号,4室2厅2卫,143㎡,南北,中层(共30层),2018年建造,8812元/㎡,126万,捡漏捡漏，保利心语南北通透大四房 中高楼层
天空之城,开发区东江源大道紫荆路,3室2厅2卫,96㎡,南,中层(共32层),2020年建造,12500元/㎡,120万,超大南向阳台，视野开阔，中间楼层好晒太阳
锦绣星城,开发区开发区迎宾大道迎宾大道8号,3室2厅2卫,126㎡,南北,高层(共7层),2010年建造,7143元/㎡,90万,锦绣星城 蓝科天水 近万达 实验   第五中学 拎包入住
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南北,低层(共30层),2018年建造,10893元/㎡,122万,保利心语  112平 满二  南北通透 3室2厅 拎包入住！
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,4室2厅2卫,158㎡,南北,中层(共7层),2019年建造,20570元/㎡,325万,中海天玺 牡丹亭学旁 恒大帝景（珑珺苑）洋房带露台小区中间
招商雍景湾,开发区东江源大道橙香大道,3室2厅2卫,120㎡,南北,高层(共30层),2021年建造,15417元/㎡,185万,精装江景房 拎包入住  火e地块 牡丹亭   南北通透
恒大悦龙台,开发区紫荆路紫荆路,3室2厅2卫,130㎡,南北,高层(共17层),2020年建造,9693元/㎡,126万,笋盘必卖 原购价急出亏利息单价9字头带精装高层南北通透双阳台
恒大悦龙台,开发区紫荆路紫荆路,3室2厅1卫,99㎡,南,中层(共32层),2021年建造,9596元/㎡,95万,恒大悦龙台，捡漏了 亏本急售，中间好楼层，性价比高
天空之城,开发区东江源大道紫荆路,3室2厅2卫,98㎡,南北,低层(共32层),2020年建造,11531元/㎡,113万,实拍刚需精致玲珑通透3房，万达商圈品质铭俯，万科物业人车分流
招商雍景湾,开发区东江源大道橙香大道,4室2厅2卫,142㎡,西南,中层(共22层),2020年建造,17254元/㎡,245万,滨江F4招商雍景湾江景四房，滨江壹号，尚江府旁
恒大悦龙台,开发区紫荆路紫荆路,4室2厅2卫,142㎡,南北,低层(共29层),2020年建造,9578元/㎡,136万,捡漏！房东亏本出售 国企品牌 恒大悦龙台 全新通透精装四房
福荣香格里拉,开发区东江源大道滨江大道8号,5室2厅3卫,135㎡,南北,中层(共30层),2020年建造,12445元/㎡,168万,章江新区附近 江景复试5房 得房率高 中间楼层 近管委会万达
中梁蟠龙府,开发区金岭大道工业二路,4室2厅2卫,137㎡,南北,低层(共7层),2018年建造,8760元/㎡,120万,带露台明德旁，中梁蟠龙府带前后花园南北通透四房，单价8700
铭欣华府,开发区东江源大道文峰北路,4室2厅2卫,138㎡,南北,高层(共18层),2018年建造,9348元/㎡,129万,实拍尊享降价急售通透4房，万达商圈品质铭俯，采光十足人车分流
金湾爱尚里,开发区东江源大道东江源大道219号,4室2厅2卫,115㎡,南,低层(共26层),2021年建造,10087元/㎡,116万,香格里拉旁 步行锦辉广场 南北通透四房 采光通风好 诚意出售
保利嘉福心语,开发区紫荆路纬一路156号,4室2厅2卫,125㎡,南,中层(共32层),2020年建造,9440元/㎡,118万,五一降价促销 保利嘉福心语小区中间南向四房朝小区看泳池着急售
嘉福尚江府,开发区东江源大道东江源大道,4室2厅2卫,136㎡,南北,高层(共33层),2021年建造,15074元/㎡,205万,滨江F4嘉福尚江府 南北通透 一线江景 毛坯四房 性价比超高
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,3室2厅2卫,128㎡,南,中层(共7层),2019年建造,15469元/㎡,198万,章江新区经开区 恒大帝景 洋房3房 带精装修 周边云府 中海
恒大悦府,开发区紫荆路华昌路,4室2厅2卫,138㎡,南北,中层(共33层),2021年建造,10145元/㎡,140万,开发区恒大悦府视野    楼层产证在手随时看房
中梁蟠龙府,开发区金岭大道工业二路,3室2厅2卫,115㎡,南北,高层(共18层),2020年建造,8522元/㎡,98万,蟠龙府 毛坯通透三房 视野开阔无遮挡 东边套 急售98万
香江半岛,开发区金东路金东路,3室2厅1卫,89.52㎡,南,中层(共31层),2020年建造,10557元/㎡,94.5万,炸炸炸！一线江景，超大赠送正规三房，业主急售，懂得都懂
水韵嘉城A区,开发区东江源大道东江源大道,3室2厅2卫,137㎡,南,中层(共18层),2013年建造,9855元/㎡,135万,万达商圈 厚德旁 精装大三房拎包入住只需9000
碧桂园玺台,开发区东江源大道香江大道,3室2厅2卫,109㎡,南,中层(共32层),2020年建造,11193元/㎡,122万,不靠高架，中间楼层好晒太阳，看小区中心园林
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅1卫,105㎡,南,高层(共28层),2015年建造,9143元/㎡,96万,三胎家庭请就位山与城精装小四房首期20万高层全天日照月供三千
香江半岛,开发区金东路金东路,3室2厅1卫,88㎡,南北,高层(共32层),2019年建造,10455元/㎡,92万,笋盘来袭，强力推荐，户型方正，全线江景三房，满两年！视野开阔
保利嘉福心语,开发区紫荆路纬一路156号,4室2厅2卫,143㎡,南,高层(共30层),2020年建造,9784元/㎡,139.9万,保利嘉福心语，豪华装修 带中央空调，亏本出售性价比高
新力帝泊湾(二期),开发区东江源大道华裕路,3室2厅1卫,89㎡,南,高层(共31层),2019年建造,9551元/㎡,85万,天骄小中 精装三房 房东急售 全天日照视野好 小区环境优美
恒大悦龙台,开发区紫荆路紫荆路,4室2厅2卫,142㎡,南,低层(共30层),2021年建造,9578元/㎡,136万,世纪花城旁 首期18W 南北通透四房 视野开阔 采光充足
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,4室2厅2卫,158㎡,南,中层(共7层),2020年建造,20570元/㎡,325万,中航云府旁  恒大帝景洋房 带  大露台 带车位
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,3室2厅2卫,143㎡,南,中层(共6层),2020年建造,16644元/㎡,238万,中海滨江壹号天玺旁恒大帝景豪装31房，带私家小露台牡丹亭
天空之城,开发区东江源大道紫荆路,3室2厅2卫,97㎡,南北,中层(共33层),2021年建造,10310元/㎡,100万,笋盘，强力推荐，户型方正，总价低，天骄  旁边！满二年视野好
恒骄玲珑苑,开发区紫荆路紫荆路,4室2厅2卫,121㎡,南,中层(共9层),2020年建造,9257元/㎡,112万,急售 经开区恒骄玲珑苑 恒大 保利嘉福旁 正规4房 南北通透
世纪花城,开发区紫荆路华坚北路,3室2厅2卫,110㎡,南,中层(共33层),2020年建造,11364元/㎡,125万,世纪花城，豪华装修没入住过，7米长大阳台次新小区，一线视野
蓝科天水一期,开发区开发区迎宾大道迎宾大道,3室2厅2卫,128㎡,南,低层(共12层),2012年建造,8352元/㎡,106.9万,生意经营不善卖房养家经开发区大气南北通透精装三房家具拎包入住
恒骄玲珑苑,开发区紫荆路紫荆路,4室2厅1卫,110㎡,南,低层(共22层),2018年建造,10082元/㎡,110.9万,经开发区精装四房有山有水楼间距宽好晒太阳紫荆路小赠送阳台花园
铭欣华府,开发区东江源大道文峰北路,3室2厅1卫,76㎡,南北,中层(共11层),2012年建造,10764元/㎡,81.8万,铭欣华府满五  中间楼层精装修三房两厅采光好只卖81万
招商雍景湾,开发区东江源大道橙香大道,3室2厅2卫,120㎡,南,高层(共32层),2019年建造,15834元/㎡,190万,全线江景 招商雍景湾 急售精装三房 南北通透户型 双阳台
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅1卫,89㎡,南,高层(共18层),2017年建造,7866元/㎡,70万,山与城，经典小3房，      好楼层单价7800
中海左岸馥园,开发区金东路东江源大道,4室2厅2卫,128㎡,南北,低层(共18层),2021年建造,9766元/㎡,125万,捡漏啦！中海洋房4房 比同户型便宜近10万
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅2卫,124㎡,南,高层(共23层),2014年建造,8871元/㎡,110万,满二 电梯房 朝南 124平 楼层好 视野无遮挡 红木家具
香江半岛,开发区金东路金东路,4室2厅2卫,135㎡,南北,高层(共30层),2018年建造,10519元/㎡,142万,笋盘来袭，强力推荐，户型方正，一线江景四房！送车位！楼层好！
铭欣华府,开发区东江源大道文峰北路,4室2厅2卫,133㎡,南北,中层(共26层),2012年建造,9925元/㎡,132万,开发区铭欣华府精装修四房两厅两卫133平方132万采光好急卖
塞纳春天,开发区东江源大道金星路13号,4室2厅2卫,143㎡,南北,高层(共11层),2009年建造,9511元/㎡,136万,超大超长阳台 万达广场新装修四房 喜欢大户型性价比高的看过来
香江半岛,开发区金东路金东路,4室2厅2卫,140㎡,南,中层(共30层),2019年建造,10929元/㎡,153万,万达广场商圈 江景精装大四房 南北通透 厚德外国语学院旁
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅2卫,125㎡,南北,中层(共25层),2014年建造,9200元/㎡,115万,山与城稀有户型，赠送大，南北通透双阳台，客厅朝南
恒大帝景珑珺苑,开发区东江源大道牡丹亭路8号,4室2厅2卫,143㎡,南北,低层(共33层),2019年建造,14196元/㎡,203万,急售恒大物业 精装4房落地飘窗 牡丹亭   单价美丽
水韵嘉城C区,开发区开发区迎宾大道东江源大道81号,3室2厅2卫,132㎡,南北,低层(共13层),2015年建造,9697元/㎡,128万,水韵嘉城C区瓷砖上墙精装三房，急售
劲嘉山与城,开发区紫荆路赣通大道99号,3室2厅2卫,127㎡,南,低层(共31层),2014年建造,7386元/㎡,93.8万,劲嘉山与城 朝南 正规商品房 电梯房 小区新 双卫紫荆路
云星公园华府,开发区东江源大道华鑫路,3室2厅2卫,122㎡,南,低层(共17层),2020年建造,11066元/㎡,135万,真实在售！全新装修没住过，业主去外地急售，随时看房，全新小区
天空之城,开发区东江源大道紫荆路,4室2厅2卫,125㎡,南北,高层(共33层),2020年建造,11440元/㎡,143万,三代同堂精装大四房 全新未入住 南北通透 电梯高层视野开阔
天空之城,开发区东江源大道紫荆路,4室2厅2卫,128㎡,南,低层(共30层),2022年建造,11172元/㎡,143万,美的君兰半岛旁 南北通透四房 精装未入住 小区新 环境优美
劲嘉山与城,开发区紫荆路赣通大道99号,4室2厅2卫,143㎡,南北,低层(共26层),2020年建造,8742元/㎡,125万,开发区次新精装大四房，装修保养好，业主去外地置业急售
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,130㎡,南北,高层(共30层),2020年建造,8847元/㎡,115万,桃李春天130平105万4室2厅2卫
桃李春天,开发区东江源大道纬二路10号,4室2厅2卫,130㎡,南北,高层(共30层),2019年建造,10385元/㎡,135万,笋盘来袭，强力推荐，户型方正，南北通透直接拎包入住！视野好
台湾城,开发区东江源大道东江源大道222号,3室2厅2卫,101㎡,南,低层(共30层),2022年建造,10397元/㎡,105万,开发区 万达旁边中间楼层 精装未入住 现代轻奢风 性价比高
保利嘉福心语,开发区紫荆路纬一路156号,3室2厅2卫,112㎡,南,高层(共32层),2020年建造,11054元/㎡,123.8万,实拍新出业主新装未入住 带中央空调高层不临街首期18万无甲醛
