小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,109㎡,南,高层(共32层),2022年建造,8129元/㎡,88.6万,康中旁一小五中书香华庭精装修四房朝南
龙祥城南花园,南康天马山大道天马山大道,3室2厅2卫,89㎡,南北,高层(共33层),2017年建造,11012元/㎡,98万,城南花园小区南康 七小九中旁
日豪花园,南康天马山大道马山大道13号,3室2厅2卫,123㎡,南北,中层(共7层),2007年建造,7318元/㎡,90万,日豪花园 带车库精装修三房两厅两卫 南北通透大阳台 交通便利
中梁南山院,南康广场天街南山大道,4室2厅2卫,105㎡,南北,高层(共34层),2019年建造,9486元/㎡,99.6万,四小十一中 中梁南山院  精装4房2厅2卫 售99.6万
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,147㎡,南,中层(共11层),2016年建造,8817元/㎡,129.6万,五星公馆大四房精装修 东边套 三面采光 户型方正配套齐全
龙祥城南花园,南康天马山大道天马山大道,3室2厅3卫,110㎡,南北,高层(共33层),2016年建造,8091元/㎡,89万,城南花园复式楼精装大三房税满二过户低家具家电齐全拎包入住
南水国际,南康天马山大道天马山大道,3室2厅2卫,98㎡,南北,低层(共12层),2012年建造,10103元/㎡,99万,七小九中 体育广场旁 花园式大晒台 种花 种菜 种水果
佳兴云府,南康天马山大道南水大道,3室2厅2卫,113㎡,南,高层(共34层),2017年建造,9293元/㎡,105万,佳兴云府三小五中113平三房两厅契税满二诚意出售108万
绿地城际空间站晶骊,南康赣南大道339省道,4室2厅3卫,167㎡,南,低层(共7层),2018年建造,8144元/㎡,136万,捡漏！房东急售140万赣州买167平复式洋房带前后花园
南水国际,南康天马山大道天马山大道,4室2厅2卫,125.68㎡,南北,低层(共7层),2016年建造,7703元/㎡,96.8万,南水国际 核心地段 南北通透 精装修 商业配套齐全 急售
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南,高层(共33层),2016年建造,7143元/㎡,65万,八小旁  4A级景区特色小镇    全新装修未入住
龙祥城南花园,南康天马山大道天马山大道,4室2厅2卫,89㎡,南北,中层(共33层),2016年建造,10113元/㎡,90万,城南花园四房两厅复式楼契税满二急售95万七小九中
佳兴云府,南康天马山大道南水大道,4室2厅2卫,117㎡,南,低层(共32层),2017年建造,9915元/㎡,116万,佳兴云府复式楼商业中心旁四房两厅三小五中只售116万
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南北,低层(共31层),2018年建造,7048元/㎡,89万,佳龙太古城 4房2厅2卫 精装可拎包入住 南北通透 电梯房
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,122㎡,南北,高层(共34层),2020年建造,8361元/㎡,102万,龙湖紫云台四小十一中四房两厅122平急售102万
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,110㎡,南,中层(共34层),2018年建造,8164元/㎡,89.8万,翡翠公馆今精装套房，中间楼层，采光视野好，超大阳台
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,132㎡,南北,低层(共26层),2019年建造,7463元/㎡,98.5万,一小五中 书香华庭南北通透 毛坯4房2厅 满二 房东诚意出售
花香美林郡,南康广场天街市场东路,4室2厅2卫,140㎡,南北,中层(共32层),2018年建造,6500元/㎡,91万,花香美林郡 精装4房 可拎包入住  南北通透 板楼 交通便利
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,89㎡,南,高层(共33层),2020年建造,7529元/㎡,67万,爱琴海购物广场十二小 十二中美的公园天下毛坯3房2厅急售
迎宾苑,南康广场天街迎宾南大道,4室2厅1卫,104㎡,南,高层(共34层),2020年建造,3847元/㎡,40万,卡洛岛旁 迎宾苑毛坯3加1户型  可做2卫
南水国际,南康天马山大道天马山大道,3室2厅2卫,127㎡,南北,高层(共7层),2009年建造,6134元/㎡,77.9万,急售房源 南水国际 三房两厅两卫 南北通透双阳台 停车方便
南康阳光康城,南康蓝田大道英才路2号,4室2厅2卫,148㎡,南北,中层(共11层),2012年建造,6744元/㎡,99.8万,阳光康城四房两厅两卫超大客厅拎包入住 视线佳 好停车
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,141㎡,南北,中层(共24层),2021年建造,6951元/㎡,98万,康中旁 一小五中南北通透 采光好 已满2年 诚意出售可按揭
中梁南安府,南康南山大道940乡道,3室2厅2卫,99㎡,南北,低层(共34层),2017年建造,8081元/㎡,80万,南安府税满二 三房两厅两卫 主卧南北通透 采光好 停车方便
中梁南山院,南康广场天街南山大道,3室2厅2卫,99㎡,南,中层(共33层),2020年建造,9273元/㎡,91.8万,中梁南山院 精装修 三房二厅 售91.8万
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,140㎡,南北,低层(共28层),2016年建造,6858元/㎡,96万,书香华庭 四房两厅两卫 南北通透双阳台 得房率高 交通便利
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,113㎡,南北,低层(共27层),2021年建造,7257元/㎡,82万,美的置业公园安家尽享天下其乐
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,125.6㎡,南,高层(共33层),2018年建造,7469元/㎡,93.8万,六小旁 佳兴文峰花园 精装修四房 带家具家电拎包入住
中梁南山院,南康广场天街南山大道,3室2厅2卫,98㎡,南,中层(共33层),2020年建造,9368元/㎡,91.8万,中梁南山院 精装可拎包入住 小三房 商业配套成熟
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,118㎡,东南,高层(共18层),2020年建造,6695元/㎡,79万,118平通透3房2厅2卫海玥天境现房经开区高铁站配套齐全
城市商业中心,南康南水大道南水大道,3室2厅1卫,92㎡,南,中层(共32层),2018年建造,7392元/㎡,68万,三小五中城市商业中心毛坯三房  楼层
城发滨江苑,南康迎宾中大道滨江大道,3室2厅2卫,103㎡,南,高层(共33层),2022年建造,4331元/㎡,44.6万,金融中心旁城发滨江苑毛坯三房一线江景房
弘乾中茂时代新城,南康广场天街赣南大道,3室2厅2卫,128㎡,南北,高层(共32层),2013年建造,4063元/㎡,52万,赣南大道旁 视野无遮挡 格局方正 通透明亮 清风拂面阳光入怀
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南,高层(共33层),2016年建造,7143元/㎡,65万,八小旁 4A级景区特色小镇    全新装修未入住
南水国际,南康天马山大道天马山大道,4室2厅2卫,126㎡,南北,低层(共7层),2015年建造,7604元/㎡,95.8万,南水国际四房126平加20平赠送加三阳台七小九中售95.8万
